startup_name,industry,business_model,current_stage,country,funding_target,team_size,founder_experience,problem_statement,target_customers,key_competitors,gtm_strategy
Momentus,Software,SaaS,Series A,US,156994088,28,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Lully,Advertising,Freemium,Series B,US,390249971,120,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Winford Wealth,Software,SaaS,MVP,Unknown,953299021,168,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Tejas AI,Software,SaaS,Series B,US,848653996,111,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Casca,Software,SaaS,Seed,US,5328169,14,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
PrimeVault,Software,SaaS,Seed,US,22801868,11,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Psylaris,Software,SaaS,Growth,NL,751177439,97,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Crew,Software,SaaS,Series A,FR,98969451,39,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
BBy,Software,SaaS,Series B,US,738005109,151,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Project Wedding,Software,SaaS,Growth,US,652866549,180,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Drip Capital,Software,SaaS,Idea,IN,1093069,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sorting Robotics,Enterprise,B2B,Series B,US,263466487,104,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
SuperAPI,Enterprise,B2B,Series A,IN,185783366,32,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Popular Pays,Software,SaaS,Series B,US,402857907,165,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Plate IQ,Health,B2B,MVP,US,511740823,110,Intermediate,Healthcare operations are inefficient and fragmented.,Hospitals,"Practo, Apollo 24/7, Tata 1mg",Hospital Partnerships
Stormy AI,Software,SaaS,Series B,US,662138609,87,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
MightyQuiz,Advertising,Freemium,Idea,US,3247523,5,Experienced,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
MetricWire,Health,B2B,Series A,CA,61594880,52,Intermediate,Healthcare operations are inefficient and fragmented.,Hospitals,"Practo, Apollo 24/7, Tata 1mg",Hospital Partnerships
Paperspace,Software,SaaS,Series B,US,544506142,116,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Reframe (Glucobit),Biotech,B2B,Series B,US,710403641,198,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Cobblestone,Software,SaaS,MVP,US,687387959,159,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Assembly HOA,Enterprise,B2B,Series B,US,648650741,130,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
renderlet,Biotech,B2B,Series B,US,646198138,107,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Zeit Medical,Enterprise,B2B,Series A,US,71373717,27,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Flint,Software,SaaS,MVP,US,525392512,198,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Boosted,Ecommerce,Marketplace,Seed,US,8956805,7,Experienced,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Recurrency,Software,SaaS,Idea,US,4135536,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Coub,Software,SaaS,Series A,RU,64546139,32,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
RADAR,Software,SaaS,Seed,US,5695322,12,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Rally Tennis,Ecommerce,Marketplace,Series B,US,537768642,102,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
LEAH Labs,Games_Video,B2C,Growth,US,367931874,171,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
CAPSULE,Software,SaaS,MVP,US,688126439,188,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Topological,Ecommerce,Marketplace,Idea,Unknown,2101205,3,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Splash Inc.,Enterprise,B2B,Series B,US,490842000,71,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Reshape Biotech,Software,SaaS,Idea,DK,1001723,2,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Culture Biosciences,Ecommerce,Marketplace,Prototype,US,959970584,156,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Flirtey (SkyDrop),Software,SaaS,Growth,US,440426457,107,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Pathmind,Software,SaaS,Growth,US,627599059,187,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Whaly,Software,SaaS,Series A,FR,174269500,46,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Superwall,Software,SaaS,Idea,US,1973027,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Easel,Software,SaaS,Seed,US,20929312,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Voker,Software,SaaS,Seed,US,10196369,7,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Kiwify,Software,SaaS,Growth,BR,715939760,107,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Propolis,Software,SaaS,MVP,Unknown,322076011,110,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Minimum,Software,SaaS,Idea,GB,3127938,3,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Inventive AI,Software,SaaS,Series B,US,949574061,133,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
SFOX,Ecommerce,Marketplace,Prototype,US,346360668,62,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Lightski,Software,SaaS,Series B,US,462284506,139,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ligo Biosciences,Software,SaaS,MVP,US,819283424,78,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
testRigor,Software,SaaS,Idea,US,3689444,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Menza,Software,SaaS,Seed,Unknown,18262143,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Poll Everywhere,Software,SaaS,Seed,US,23365627,15,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Remora,Software,SaaS,Series A,US,177729763,26,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
SolidStage,Enterprise,B2B,Series A,Unknown,160046322,50,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Trigo,Enterprise,B2B,Series B,US,477243313,124,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Xendit,Software,SaaS,MVP,ID,986429444,143,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Playground,Advertising,Freemium,Growth,US,377732312,92,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Scrimba,Software,SaaS,Idea,NO,2608357,5,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
FloydHub,Enterprise,B2B,Idea,US,2739775,4,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
stratify,Software,SaaS,Prototype,US,520804187,62,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Planet A Foods,Games_Video,B2C,Prototype,DE,848956822,164,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Microverse,Games_Video,B2C,Prototype,Unknown,922730638,119,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Gordian Software,Biotech,B2B,Prototype,US,866466922,98,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Lantern,Software,SaaS,Prototype,US,242785196,178,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
SpoonRocket,Software,SaaS,MVP,US,848249554,138,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Blissway,Software,SaaS,Series A,US,166098826,44,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Conta Simples,Software,SaaS,Series A,BR,41896092,47,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
AccessOwl,Software,SaaS,Series A,DE,128913689,55,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ivy Homes,Software,SaaS,Seed,IN,16815711,6,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ready Education,Software,SaaS,Seed,CA,10206245,13,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
OpenMeter,Software,SaaS,Series A,Unknown,125870418,28,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Scribe,Advertising,Freemium,Series B,IN,970249372,137,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Product Hunt,Software,SaaS,Series A,US,127966053,26,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Vizy,Software,SaaS,Seed,US,15018946,15,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Plai,Software,SaaS,Series B,US,761910866,198,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Zero,Software,SaaS,Series A,US,104137717,23,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Formula Insight,Enterprise,B2B,Series B,US,593614415,193,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Popcuts,Software,SaaS,Idea,US,4268969,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bloom Institute of Technology,Software,SaaS,Idea,US,3429794,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Plume,Games_Video,B2C,Series A,FR,39489532,41,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Flowspace,Software,SaaS,Prototype,US,796790918,70,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Spire Health,Ecommerce,Marketplace,Prototype,US,615828248,121,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Aisle50,Health,B2B,Idea,US,3732259,2,Experienced,Healthcare operations are inefficient and fragmented.,Hospitals,"Practo, Apollo 24/7, Tata 1mg",Hospital Partnerships
Syncro,Enterprise,B2B,Series A,US,127480275,48,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Logital AI (Teclada),Software,SaaS,Series B,US,313762820,178,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Raptor Maps,Software,SaaS,Prototype,US,727825661,97,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
FollowUpThen,Games_Video,B2C,Growth,US,498469287,106,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Doublezero,Software,SaaS,Growth,Unknown,927191293,122,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Dev Tools AI,Advertising,Freemium,MVP,US,209765644,136,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
SuperTokens,Ecommerce,Marketplace,Idea,US,3234021,2,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Innate,Software,SaaS,Series A,US,185887293,42,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
HUBUC,Enterprise,B2B,Growth,ES,412877528,79,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Sourceress,Software,SaaS,Growth,US,986480268,197,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Nasdisc,Software,SaaS,Prototype,US,200072666,178,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Nuntius,Software,SaaS,Series A,US,33544848,50,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
LitHit,Software,SaaS,Series B,Unknown,248247269,68,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Deel,Software,SaaS,MVP,US,211223837,67,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
RegistryLove,Advertising,Freemium,Idea,US,4517136,4,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Saphira AI,Biotech,B2B,Growth,US,206251401,98,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
BlackOakTV,Games_Video,B2C,Growth,US,864050750,115,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
LendEDU,Software,SaaS,MVP,US,208631314,180,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sonar,Software,SaaS,Seed,US,5234222,9,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Hackermeter,Software,SaaS,Prototype,US,768296078,66,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Coco Controller,Software,SaaS,Idea,Unknown,2403093,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Draftaid,Software,SaaS,Series B,CA,371433721,131,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Siglo,Software,SaaS,Series A,MX,195548330,49,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Genecis Bio,Software,SaaS,Prototype,CA,332765135,154,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Openlayer,Software,SaaS,Prototype,US,316398365,116,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
ZumoDrive,Games_Video,B2C,Growth,US,400654249,147,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Inversion Semiconductor,Software,SaaS,Idea,US,2978085,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Verifiable,Software,SaaS,MVP,US,670722623,148,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
TellFi,Software,SaaS,Series A,US,118815007,55,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Formal,Enterprise,B2B,Growth,US,744935406,195,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Clinikally,Software,SaaS,Prototype,IN,308009317,65,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Percept.AI,Software,SaaS,Growth,US,238556275,133,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Spire Health,Software,SaaS,Series A,US,134533983,23,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Toolify,Games_Video,B2C,Series B,IN,660077449,131,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Teevox,Software,SaaS,MVP,US,565785505,196,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Lavo Life Sciences,Software,SaaS,Series A,Unknown,183972391,41,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
NURX,Software,SaaS,Seed,US,15270274,14,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ukama,Software,SaaS,Growth,US,970746113,127,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bindwell,Ecommerce,Marketplace,Series A,US,44605907,53,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
WaystoCap,Software,SaaS,MVP,MA,605753070,108,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Junction,Software,SaaS,Idea,GB,3797809,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Opusense AI,Enterprise,B2B,Series A,Unknown,72234331,43,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
GoGoGrandparent,Enterprise,B2B,Prototype,US,808627284,127,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Polo,Software,SaaS,Growth,MX,970227013,109,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Asteroid,Software,SaaS,MVP,US,610941123,129,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
June,Software,SaaS,Idea,US,3293263,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
7cups,Software,SaaS,Prototype,US,553801524,197,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Talkito,Software,SaaS,MVP,Unknown,680755324,179,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Digi-Prex,Software,SaaS,Prototype,IN,906921868,177,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
chrt,Software,SaaS,MVP,Unknown,813085001,167,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Zenbase AI,Software,SaaS,MVP,Unknown,619294805,100,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
iNRI,Software,SaaS,Series A,US,94965236,28,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Wasp,Advertising,Freemium,Prototype,HR,664989607,119,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Trébol,Enterprise,B2B,Prototype,CO,846052379,92,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Lawn Love,Software,SaaS,Seed,US,11375212,7,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Shelf,Enterprise,B2B,Series B,IN,720762401,156,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Benepass,Software,SaaS,Series A,US,117151468,32,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
SourceBeacon,Software,SaaS,Idea,Unknown,3974647,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Culture Biosciences,Software,SaaS,MVP,US,816642240,61,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Aedilic,Enterprise,B2B,MVP,US,321617740,159,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Rubbrband,Software,SaaS,MVP,Unknown,637214576,181,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sirdab,Software,SaaS,Growth,SA,322480792,65,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
NewsBlur,Games_Video,B2C,Series A,US,132623419,50,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Handl,Enterprise,B2B,MVP,US,737905108,94,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Selia,Software,SaaS,MVP,CO,371588301,171,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Capix,Software,SaaS,Idea,US,2577666,4,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Weave Robotics,Software,SaaS,Series A,Unknown,80811373,38,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ciro,Software,SaaS,Series B,US,212489853,193,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Village Labs,Advertising,Freemium,MVP,US,875987779,157,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Gusto,Software,SaaS,MVP,US,575777832,152,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Datafold,Software,SaaS,Series A,US,133656336,32,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
AmpUp,Software,SaaS,MVP,US,493729745,80,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ambient.ai,Software,SaaS,MVP,US,747065346,192,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Obento Health,Software,SaaS,Seed,US,11454104,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Floot,Software,SaaS,Growth,US,845936214,166,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Layerup,Software,SaaS,Growth,US,607649864,182,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Arist,Software,SaaS,Growth,US,934726954,159,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
RowFlow,Advertising,Freemium,Prototype,US,980551809,199,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Drip Capital,Software,SaaS,Series A,IN,60820198,30,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Paragon AI,Software,SaaS,Growth,US,593292287,136,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Pay Swifter,Software,SaaS,Growth,IN,850897463,120,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
RealCrowd,Software,SaaS,Seed,US,16117266,15,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
H3X Technologies,Biotech,B2B,MVP,US,898701000,150,Experienced,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Raptor Maps,Software,SaaS,Idea,US,4644638,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Blixo,Software,SaaS,Idea,US,4823284,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Chirply,Software,SaaS,Growth,US,374667372,60,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
CareOasis,Software,SaaS,Growth,US,796827105,101,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ambition,Software,SaaS,Prototype,US,688328275,101,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Calltree,Software,SaaS,MVP,US,272651366,159,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Teleo,Software,SaaS,Growth,US,467641505,123,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
adyn,Software,SaaS,Series A,US,129160226,48,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Juicy Marbles,Games_Video,B2C,Growth,SI,717408640,97,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Kivo,Software,SaaS,Idea,US,2911651,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
